00A695A8	Michael	迈克尔
00ACCCE8	Venice Sign #7	威尼斯标 7
00ACCD10	Venice Sign #8	威尼斯标 8
00ACCD38	Air Hockey Paddle #1	空气曲棍球拍 1
00ACCD68	Air Hockey Paddle #2	空气曲棍球拍 2
00ACCD90	Air Hockey Table	空气曲棍球
00ACCDB8	American Football	美式足球
00ACCDE8	Barbell #1	杠铃 1
00ACCE10	Barbell 100Kg	100斤杠铃
00ACCE38	Barbell 10Kg	10斤杠铃
00ACCE60	Barbell 30Kg	30斤杠铃
00ACCE88	Barbell 40Kg	40斤杠铃
00ACCEB0	Barbell 50Kg	50斤杠铃
00ACCED8	Barbell 80Kg	80斤杠铃
00ACCEF8	Base Bars	基础杠
00ACCF18	Baseball Bat	棒球棒
00ACCF40	Basketball	篮球
00ACCF68	Beach Bars #1	海滩杠 1
00ACCF90	Beach Dip Bars #1	海俯卧撑杠 1
00ACCFC0	Beach Dip Bars #2	滩俯卧撑杠 2
00ACCFF0	Beach Volleyball #1	海滩排球 1
00ACD020	Beach Volleyball #2	海滩排球 2
00ACD050	Boogieboard #1	滑水板 1
00ACD078	Boogieboard #2	滑水板 2
00ACD0A0	Boogieboard #5	滑水板 5
00ACD0C8	Boogieboard Stack #2	滑水板堆 2
00ACD0F0	Boxing Glove	拳击手套
00ACD114	Canoe	舟
00ACD130	Curl Bar	弯杠
00ACD150	Dart #1	飞镖1
00ACD170	Dart Board	飞镖靶
00ACD198	Dart Board In Cabinet	飞镖靶（柜中）
00ACD1C8	Exercise Ball	健身球
00ACD1F0	Exercise Bike	健身车
00ACD218	Football	足球
00ACD240	Free Weight #1	自由重量 1
00ACD268	Free Weight #2	自由重量 2
00ACD288	Goal Posts	球门柱
00ACD2B0	Hockey Puck	曲棍球
00ACD2D8	Punch Bag Large	大型沙袋
00ACD300	Rolled Yoga Mat	卷起瑜伽垫
00ACD328	Speedball	速度球
00ACD350	Surf Board #1	冲浪板 1
00ACD378	Surf Board #2	冲浪板 2
00ACD3A0	Surf Board #3	冲浪板 3
00ACD3C8	Surf Board #4	冲浪板 4
00ACD3E8	Table Tennis	乒乓球
00ACD410	Table Tennis Ball	乒乓球
00ACD440	Table Tennis Bat	乒乓球拍
00ACD470	Tennis Ball	网球
00ACD498	Tennis Ball Lobber	网球发球器
00ACD4C8	Tennis Racket #2	网球拍 2
00ACD4F8	Triathlon Finish Banner	铁人三项终点幅
00ACD528	Triathlon Start Banner	铁人三项起点幅
00ACD550	Triathlon Table	铁三项桌子
00ACD570	Weight 10kg	10斤重物
00ACD598	Weight 20kg	20斤重物
00ACD5B8	Weight 5kg #1	5斤重物 1
00ACD5E0	Weight 5kg #3	5斤重物 3
00ACD608	Weightlifting Bench	举重凳
00ACD638	Weightlifting Bench #2	举重凳 2
00ACD668	Weightlifting Bench #3	举重凳 3
00ACD698	Yoga Mat #1	瑜伽垫 1
00ACD6C0	Yoga Mat #3	瑜伽垫 3
00ACD6E0	Air Dancer	空气舞
00ACD700	Bench #1	长椅 1
00ACD720	Bench #3	长椅 3
00ACD740	Bench #5	长椅 5
00ACD760	Bench #6	长椅 6
00ACD780	Bench #7	长椅 7
00ACD7A0	Bench #9	长椅 9
00ACD7C0	Bench #11	长椅 11
00ACD7E0	Bench #12	长椅 12
00ACD800	Bench #13	长椅 13
00ACD828	Bench #14	长椅 14
00ACD848	Bicycle Rack	自行车架
00ACD868	Bus Shelter #1	公交车棚 1
00ACD888	Bus Shelter #2	公交车棚 2
00ACD8B0	Bus Shelter #3	公交车棚 3
00ACD8D0	Bus Stop Sign	公交站标
00ACD8F0	Car Park Barrier Ticket Machine	停车场障碍票务机
00ACD920	City Christmas Tree	城市圣诞树
00ACD948	Electricity Cabinet #1	电力柜 1
00ACD970	Electricity Cabinet #2	电力柜 2
00ACD9A0	Electricity Cabinet #3	电力柜 3
00ACD9D0	Electricity Cabinet #4	电力柜 4
00ACDA00	Electricity Cabinet #6	电力柜 6
00ACDA30	Electricity Cabinet #7	电力柜 7
00ACDA60	Electricity Cabinet #8	电力柜 8
00ACDA90	Electricity Cabinet #9	电力柜 9
00ACDAC0	Electricity Cabinet #10	电力柜 10
00ACDAF0	Fire Hydrant #1	消防栓 1
00ACDB18	Fire Hydrant #2	消防栓 2
00ACDB38	Fire Hydrant #3	消防栓 3
00ACDB58	Gumball Machine #1	转珠机 1
00ACDB80	Gumball Machine #2	转珠机 2
00ACDBB0	Gumball Machine #3	转珠机 3
00ACDBE0	Lamp Post (Snowy)	路灯  雪地
00ACDC10	Marathon Start Gate #1	马拉松起跑门 1
00ACDC40	News Dispenser #1	新闻分发器 1
00ACDC70	News Dispenser #2	新闻分发器 2
00ACDCA0	News Dispenser #4	新闻分发器 4
00ACDCD0	News Dispenser #5	新闻分发器 5
00ACDD00	News Dispenser #7	新闻分发器 7
00ACDD30	News Dispenser #8	新闻分发器 8
00ACDD60	News Dispenser #9	新闻分发器 9
00ACDD90	News Dispenser #10	新闻分发器 10
00ACDDC0	News Dispenser #11	新闻分发器 11
00ACDDF0	Old Street Light	旧路灯
00ACDE20	Old Street Light Top	旧路灯顶
00ACDE50	Old Street Light Top With Hook	旧路灯顶带钩
00ACDE88	Outside Lamp (Snowy)	外部灯  雪地
00ACDEA0	Parking Meter #1	停车计时器1
00ACDED0	Parking Meter #2	停车计时器2
00ACDF00	Phone Box #1	电话亭 1
00ACDF28	Phone Box #4	电话亭 4
00ACDF50	Phone Box #5	电话亭 5
00ACDF78	Phone Box #6	电话亭 6
00ACDFA0	Post Box #1	邮箱 1
00ACDFC8	Post Box #2	邮箱 2
00ACDFF0	Street Light #1	路灯 1
00ACE018	Street Light #2	路灯 2
00ACE040	Street Light #3	路灯 3
00ACE068	Street Light #4	路灯 4
00ACE090	Street Light #5	路灯 5
00ACE0B8	Street Light #6	路灯 6
00ACE0E0	Street Light #7	路灯 7
00ACE108	Street Light #8	路灯 8
00ACE130	Street Light #10	路灯 10
00ACE160	Street Light #11	路灯 11
00ACE190	Street Light #12	路灯 12
00ACE1C0	Street Light #13	路灯 13
00ACE1F0	Street Light #14	路灯 14
00ACE220	Street Light #15	路灯 15
00ACE250	Street Light #16	路灯 16
00ACE280	Street Light #17	路灯 17
00ACE2B0	Street Light #18	路灯 18
00ACE2E0	Street Light #19	路灯 19
00ACE310	Street Light #20	路灯 20
00ACE340	Street Light #21	路灯 21
00ACE370	Street Light #22	路灯 22
00ACE3A0	Street Light #23	路灯 23
00ACE3D0	Street Light #24	路灯 24
00ACE400	Street Light #25	路灯 25
00ACE430	Streetlight (Snowy) #1	路灯（雪地）1
00ACE468	Streetlight (Snowy) #2	路灯（雪地）2
00ACE4A0	Tourist Telescope #1	游客望远镜 1
00ACE4C8	Tourist Telescope #2	游客望远镜 2
00ACE4F8	Arm Wrestling Table	摔跤桌
00ACE528	Bright Green Animated Table Overlay	明亮绿色动画桌面覆盖
00ACE568	Chateau Table	酒店桌
00ACE590	Coffee Shop Parasol Table	咖啡店遮阳伞桌
00ACE5C8	Coffee Table	咖啡桌
00ACE5F0	Glass Coffee Table	玻璃咖啡桌
00ACE620	Lectern	讲桌
00ACE638	Office Coffee Table	办公室咖啡桌
00ACE668	Parasol Picnic Bench	遮阳野餐长椅
00ACE698	Parasol Table #1	遮阳伞桌 1
00ACE6C8	Parasol Table #2	遮阳伞桌 2
00ACE6F8	Patio Lounger Table	庭院躺椅桌
00ACE730	Picnic Table	野餐桌
00ACE758	Protest Table	抗议桌
00ACE780	Proxy Chateau Table	代理酒店桌
00ACE7E8	Table #3	桌子 3
00ACE7F8	Table #4	桌子 4
00ACE818	Table #5	桌子 5
00ACE838	Table #6	桌子 6
00ACE858	Table #7	桌子 7
00ACE880	Table #8	桌子 8
00ACE8A8	Table #9	桌子 9
00ACE8D0	Table #10	桌子 10
00ACE8F8	Table #12	桌子 12
00ACE918	Table With Meal & Beers	餐桌餐点和啤酒
00ACE948	Table With Parasol	带遮阳伞桌子
00ACE978	Table With TV	电视桌子
00ACE9A0	Venice Market Table	威尼斯市场桌
00ACE9D0	Yacht Table #1	游艇桌 1
00ACE9F8	Yacht Table #2	游艇桌 2
00ACEA20	Yacht Table #3	游艇桌 3
00ACEA48	Adjustable Spanner	可调扳手
00ACEA78	Blowtorch	喷火器
00ACEAA0	Bonesaw	骨锯
00ACEAB8	Broom #1	扫帚 1
00ACEAD8	Bucket #1	水桶 1
00ACEAF8	Buckets	水桶
00ACEB10	Cable Reel #1	电缆卷盘1
00ACEB34	Consaw	锯子
00ACEB58	Cranial Saw	颅骨锯
00ACEB80	Crocodile Clips Negative	鳄鱼夹负极
00ACEBB8	Crocodile Clips Positive	鳄鱼夹正极
00ACEBF0	Crowbar	撬棍
00ACEC0C	Drill	钻
00ACEC28	Ear Defenders	耳罩
00ACEC50	Fire Axe	消防
00ACEC70	Floor Duster #1	地板尘推 1
00ACEC98	Floor Duster #3	地板尘推 3
00ACECC0	Garden Rake	园艺耙
00ACECE0	Garden Shears	园艺剪
00ACED00	Gascutter Part 2	割气器 2
00ACED30	Glass Cutter	切玻璃器
00ACED58	Glass Suck Holder	玻璃吸盘架
00ACED88	Hammer	锤子
00ACEDA8	Handheld Radio	收音机
00ACEDD0	Hard Hat #1	安全帽 1
00ACEDF8	Hard Hat #2	安全帽 2
00ACEE20	Hedge Trimmer	树篱修剪
00ACEE48	Jackhammer	钻地机
00ACEE70	Jerry Can	油罐
00ACEE98	Leaf Blower	吹叶机
00ACEEC0	Litter Picking Tool	垃圾拾取工具
00ACEEEC	Mallet	木槌
00ACEF10	Megaphone	扩音器
00ACEF38	Mop Bucket	拖把桶
00ACEF60	Nailgun	钉枪
00ACEF80	Padlock	挂锁
00ACEF98	Paint Brush #1	油漆刷 1
00ACEFC0	Paint Brush #3	油漆刷 3
00ACEFE8	Paint Brush #5	油漆刷 5
00ACF010	Paint Roller	油漆滚筒
00ACF038	Pallet Truck #1	托盘车 1
00ACF060	Pickaxe	锄
00ACF080	Piercing Gun	穿刺枪
00ACF0A4	Pliers	钳子
00ACF0F8	Rake #1	耙子1
00ACF118	Remote Control Handset	遥控器
00ACF148	Safety Glasses	安全眼镜
00ACF168	Sawhorse	锯马
00ACF190	Scalpel	术刀
00ACF1B0	Scissors	剪刀
00ACF1D8	Screwdriver #1	螺丝刀 1
00ACF200	Shovel #1	铁锹 1
00ACF228	Shovel #2	铁锹 2
00ACF250	Shovel #3	铁锹 3
00ACF278	Shovel #4	铁锹 4
00ACF2A0	Shovel #5	铁锹 5
00ACF2C8	Sign Mallet	标志槌
00ACF2F0	Sledgehammer	大锤
00ACF318	Spanner #1	扳手 1
00ACF340	Sprayer Backpack	喷雾器背包
00ACF368	Spraygun	喷枪
00ACF390	Squeegee	刮水
00ACF3B8	Swimming Pool Skimmer	游泳池清洁器
00ACF3E8	Tool Bench	工具台
00ACF410	Tool Box #1	工具箱 1
00ACF438	Tool Box #2	工具箱 2
00ACF460	Tool Box #3	工具箱 3
00ACF488	Tool Box #4	工具箱 4
00ACF4B0	Tool Box #5	工具箱 5
00ACF4D8	Tool Box #6	工具箱 6
00ACF500	Tool Box #7	工具箱 7
00ACF528	Tool Chest #1	工具柜 1
00ACF550	Tool Chest #2	工具柜 2
00ACF578	Tool Chest #3	工具柜 3
00ACF598	Tool Chest #5	工具柜 5
00ACF5B8	Torch	炬
00ACF5D8	Torture Battery	酷刑电池
00ACF600	Trolley	推车
00ACF620	Voltmeter	电压表
00ACF648	Walkie Talkie	对讲机
00ACF668	Welding Mask #1	焊接面罩 1
00ACF688	Welding Torch	焊接火炬
00ACF6B0	Wrench	扳手
00ACF6D0	Cleaning Trolley	清洁推车
00ACF700	Flatbed Trolley #1	平板推车 1
00ACF730	Flatbed Trolley #2	平板推车 2
00ACF760	Flatbed Trolley #3	平板推车 3
00ACF790	Flatbed Trolley #4	平板推车 4
00ACF7C0	Hand Trolley	手推车
00ACF7E8	Hotel Trolley	酒店推车
00ACF810	Sack Trolley #1	麻袋推车 1
00ACF838	Sack Trolley #2	麻袋推车 2
00ACF860	Sack Trolley #3	麻袋推车 3
00ACF880	Skid Row Trolley #1	贫民区推车 1
00ACF8A8	Amp	安
00ACF8C0	Betamax Tape	磁带
00ACF8E0	Boombox	音响
00ACF918	DVD Case	DVD箱
00ACF940	DVD Player	DVD播放
00ACF968	Epsilon TV On Stand	站立式电视
00ACF990	Flatscreen Overlay	平面屏幕覆盖
00ACF9C0	Flatscreen TV #1	平面电视 1
00ACF9F0	Flatscreen TV #3 Large	大型平面电视 3
00ACFA18	Flatscreen TV #3 Medium	中型平面电视 3
00ACFA40	Flatscreen TV #3 Small With Stand	小型平面电视3 带支架
00ACFA80	Games Console	游戏机
00ACFAA8	Games Console Controller	游戏机控制器
00ACFAE0	Ghettoblaster #2	高音喇叭 2
00ACFB10	Giant Cinema Screen	巨型电影屏幕
00ACFB38	Headphones	耳机
00ACFB58	Headset	耳机
00ACFB90	Jukebox #2	点唱机2
00ACFBB8	Mic And Stand	麦克风架
00ACFBE0	Michael Executive Producer TV Credit	迈克尔 执行人 电视片尾
00ACFC18	Microphone	麦克风
00ACFC38	Mini TV	电视
00ACFC50	MP3 Dock	MP3 座
00ACFC70	Old TV	旧视
00ACFC90	Podium Mic	麦克风
00ACFCB0	Portable Hi-Fi	便携式响
00ACFCC0	Radio Alarm Clock	收音机闹钟
00ACFCF0	Speaker #1	音响 1
00ACFD10	Speaker #2	音响 2
00ACFD30	Speaker #3	音响 3
00ACFD50	Speaker #5	音响 5
00ACFD70	Speaker #6	音响 6
00ACFD90	Speaker #7	音响 7
00ACFDB0	Speaker #8	音响 8
00ACFDD0	Tape Player	磁带播
00ACFDF8	Trevor's TV	电视机
00ACFE18	TV #1	视 1
00ACFE2C	TV #2	视 2
00ACFE44	TV #3	视 3
00ACFE5C	TV #4	视 4
00ACFE74	TV #5	视 5
00ACFE90	TV Cabinet	电视柜
00ACFEB8	TV Camera	摄像机
00ACFED8	TV Remote	遥控器
00ACFF00	TV Screen Overlay: Static	电视屏幕覆盖 静态
00ACFF38	TV Stand	电架
00ACFF5C	VCR #1	录机
00ACFF74	VCR #2	像机
00ACFF90	Ammo Box #2	弹药箱 2
00ACFFB8	Ammo Box #3	弹药箱 3
00ACFFE0	Ammo Box #4	弹药箱 4
00AD0008	Ammo Box #5	弹药箱 5
00AD0030	Ammo Box #6	弹药箱 6
00AD0058	Ammo Box #7	弹药箱 7
00AD0080	Ammo Box Set #2	弹药箱套 2
00AD00A8	Ammo Pack #2	弹药包 2
00AD00D0	Armour Pickup	防弹衣
00AD00F8	Arms Crate	武器箱
00AD0120	Arms Crate With Parachute	带降落伞的武器箱
00AD0158	Blackjack	黑杰克
00AD0180	Body Armour #1	防弹衣 1
00AD01A8	Body Armour #2	防弹衣 2
00AD01D0	Bomb #1	炸弹1
00AD01E8	Bomb #2	炸弹2
00AD0200	Bowie Knife	博伊刀
00AD0228	Broken Bottle	破瓶
00AD024C	C4 #1	C4炸
00AD0268	C4 #2	C4弹
00AD0284	Dagger	匕首
00AD02A8	Flare #2	信号2
00AD02C8	Gas Grenade	毒气雷
00AD02F0	Gun Case #1	枪盒 1
00AD0318	Gun Case #2	枪盒 2
00AD0340	Gun Case #3	枪盒 3
00AD0368	Gun Case #4	枪盒 4
00AD0390	Gun Case #5	枪盒 5
00AD03B8	Gun Frame	枪框架
00AD03D8	Gun Rack	枪架
00AD03F8	Hatchet	斧头
00AD0418	Holster	枪套
00AD0430	Katana	武士
00AD0480	MWeaponry	武器
00AD0490	Knife Stand	刀架
00AD04A0	Machete	砍刀
00AD04C0	Minigun	迷枪
00AD04D8	Pistol Holster	手枪套
00AD0500	Remote Control Gun Unfolded	展开式遥控枪
00AD0530	Space Pistol	太空手枪
00AD0558	Space Rifle	太空枪
00AD05C8	TIMEOUT: 	超时：
00AD05E8	Object limit (	物体上限 (
00AD05F8	) reached - please remove some first	) 已达到 - 请先移除一些！
00AD0620	INVALID-PROP: 	无效属性: 
00AD0630	Failed to create 	创建失败
00AD0648	 is not valid	 数据无效
00AD0658	Spawned 	生成  
00AD0668	INVALID-MODEL: 	无效模型: 
00AD0678	Model 	模型
00AD0690	Object Categories	Wu  Ti   Fen  Lei
00AD06A8	Enter prop name (e.g. prop_fruit_basket):	输入模型名称 (例如 prop_till_03 )
00AD06D8	Immovable?	禁移动?
00AD06E8	Invincible?	无敌?
00AD06F8	Alpha (Opacity)	透明度
00AD0708	Has Gravity?	有重力?
00AD0718	 removed	已删除 !
00AD0728	New Object Options	wu ti   xuan xiang
00AD0740	 object	 个物体
00AD0750	 objects created	 ) 最高上限!
00AD0768	No spawned objects - create some first	无生成的物体, 请先创建一些
00AD0790	Object Spawner	生成物体
00AD07A0	 out of a possible 	 个生成物体 ( 
00AD07B8	Spawn Options	生成选项
00AD07C8	Saved Object Sets	保存的物体
00AD07E0	Remove All Spawned Objects	删除所有生成物体
00AD0800	Edit Spawned Objects	编辑生成物体
00AD0818	Objects	物体 
00AD0820	Check Object Limit	检查物体上限
00AD0910	Null prop - label J	无效的 - 标签J
00AD0928	Spawned Instances	生成的实例
00AD0940	Null prop - label B	无效的 - 标签B
00AD0958	Null prop - label A	无效的 - 标签A
00AD0970	Null prop - label D	无效的 - 标签D
00AD0988	Null prop - label C	无效的 - 标签C
00AD09A0	Null prop - label F	无效的 - 标签F
00AD09B8	Null prop - label E	无效的 - 标签E
00AD09D0	Null prop - label H	无效的 - 标签H
00AD09E8	Null prop - label G	无效的 - 标签G
00AD0A00	Water Jet (Short)	水喷射 (矮)
00AD0A18	Molotov	燃烧
00AD0A20	Water Jet (Tall)	水喷射 (高)
00AD0A38	Gas Jet (Brief)	短火焰喷射
00AD0A48	Grenade	手榴弹
00AD0A50	Gas Jet (Prolonged)	长火焰喷射
00AD0A68	CS Gas 1	毒气 1
00AD0A78	Smoke Bomb	烟雾弹
00AD0A84	Flare	信号弹
00AD0A90	CS Gas 2	毒气 2
00AD0AA0	Water Jet (Brief)	短暂/水喷射
00AD0AB4	Mine	地雷
00AD0AC0	Mini Detonation	小型爆炸
00AD0AD0	Blimp Explosion	飞艇爆炸
00AD0AE0	Small Fireball #1	小火球爆炸 1
00AD0AF8	Small Fireball With Radius	带冲击波的小爆炸
00AD0B18	Small Fireball #3	小火球爆炸 3
00AD0B30	Small Fireball #2	小火球爆炸 2
00AD0B48	Medium Fireball #2	中火球爆炸 2
00AD0B60	Medium Fireball #1	中火球爆炸 1
00AD0B78	Large Fireball #1	大火球爆炸 1
00AD0B90	Medium Fireball #3	中火球爆炸 3
00AD0BA8	Large Fireball #3	大火球爆炸 3
00AD0BC0	Large Fireball #2	大火球爆炸 2
00AD0BD8	Unknown Explosion ID 	未知的爆炸 ID
00AD0BF0	Large Fireball #4	大火球爆炸 4
00AD0C08	Null prop - label K	无效的 - 标签K
00AD0C20	Teleported	 已传送
00AD0C30	Delete This Object	删除此物体
00AD0C48	Object deleted	物体已删
00AD0C58	Teleport To Object	传送到此物体
00AD0C70	Move This Object	移动此物体
00AD0C88	Explode This Object (Default)	爆炸此物体  (默认)
00AD0CA8	On Fire?	火烧? 
00AD0CB8	Object Options	wu   ti  xiang
00AD0CC8	Custom Explosions	自定义爆炸
00AD0CE0	Trying to spawn all objects in set...	尝试生成此保存集所有物体!
00AD0D08	Explosions	bao    zha
00AD0D18	Saved Object Set 	新建物体集 1
00AD0D30	Spawn of object set completed	此物体集,生成已完成!
00AD0D50	Saving 	已保存 
00AD0D60	Error saving objects	无法保存物体!
00AD0D78	Saved objects successfully	物体已成功保存了
00AD0D98	Save Object Set "	保存物体集
00AD0DB0	Spawn Objects	生成物体
00AD0DC0	A save dialog should appear shortly...	保存对话框应该很快会出现 !
00AD0DE8	Load Object Set From XML	从 XML 加载物体集
00AD0E08	Save To XML	存为 XML 
00AD0E18	Create New Saved Object Set	创建新已保存物体集
00AD0E38	A load dialog should appear shortly...	加载对话框应该很快会出现..
00AD0E68	Import Object Set From XML	从 XML 导入物体集
00AD0E88	Saved to XML successfully	成功保存到 XML 了!
00AD0EA8	Saving objects...	已保存  物体
00AD0EC0	Save cancelled	保存取消
00AD0ED0	Saving to XML failed	保存到XML失败 !
00AD0EE8	Enter a name:	输入名称:
00AD0EF8	Object file found - parsing content...	正在解析, 加载模型文件内容
00AD0F20	Object import into database failed	物体导入数据库失败
00AD0F48	Objects imported successfully	物体导入成功
00AD0F68	Object load cancelled	物体加载失败
00AD0F80	Keyboard returned empty	键盘返回空值
00AD0F98	Object load cancelled/failed	物体加载已取消/失败
00AD0FB8	Object load failed	物体加载取消
00AD0FD8	Minimum	最低
00AD1020	Frozen Time (0s/s)	冻结时间(0s/s)
00AD1038	1x (Normal)	1x (正常)
00AD1048	Real Time (1s/s)	现实(1秒/秒)
00AD1060	Half a Second per Second	每秒 0.5 秒
00AD1080	3 Seconds per Second	每秒 3 秒
00AD1098	2 Seconds per Second	每秒 2 秒
00AD10B0	6 Seconds per Second	每秒 6 秒
00AD10C8	5 Seconds per Second	每秒 5 秒
00AD10E0	12 Seconds per Second	每秒 12 秒
00AD10F8	10 Seconds per Second	每秒 10 秒
00AD1110	Normal Time (30s/s)	正常时间(30s/s)
00AD1128	15 Seconds per Second	每秒 15 秒
00AD1140	2 Minutes per Second	每秒 2 分钟
00AD1158	1 Minute per Second	每秒 1 分钟
00AD1170	5 Minutes per Second	每秒 5 分钟
00AD1188	3 Minutes per Second	每秒 3 分钟
00AD11A0	10 Minutes per Second	每秒 10 分钟
00AD11B8	6 Minutes per Second	每秒 6 分钟
00AD11D0	15 Minutes per Second	每秒 15 分钟
00AD11E8	12 Minutes per Second	每秒 12 分钟
00AD1200	1 Hour per Second	每秒 1 小时
00AD1218	30 Minutes per Second	每秒 30 分钟
00AD1230	6 Hours per Second	每秒 6 小时 
00AD1248	3 Hours per Second	每秒 3 小时 
00AD1260	1 Day per Second	每秒 1 天
00AD1278	12 Hours per Second	每秒 12 小时 
00AD1290	Time flow rate: 	当前流速：
00AD12A8	Time is frozen	时间已冻结
00AD12B8	Aiming speed: 	瞄准速度: 
00AD12C8	Time synced with system	时间已与系统同步
00AD12E0	Time is unfrozen	时间已解冻
00AD12F8	Global Game Speed	游戏的速度
00AD1310	Sync With System	时间与系统同步
00AD1328	Game Speed While Aiming In Vehicle Only	仅在车内瞄准时调整游戏速度
00AD1350	Game Speed While Aiming	瞄准时游戏速度
00AD1368	Toggle Frozen Time On/Off	冻结时间 [开/关]
00AD1388	Time Flow Rate	时间流速
00AD1398	Fast Time Switching [rAlt + 1-8, rAlt + Npad-/+]	快速时间切换[RAlt+1-8,RAlt+小键盘-/+】
00AD13D0	Show Current In-Game Time	显示当前游戏时间
00AD13F0	Midnight	半夜12:00
00AD1400	Time Settings	时间设置
00AD1410	Dawn	早晨6:00
00AD1418	Pre-Dawn	黎明5:00
00AD1424	Midday	中午12:00
00AD1430	Morning	上午8:00
00AD1438	Sunset	黄昏6:30
00AD1440	Afternoon	下午4:00
00AD1450	Set Time To 	设置时间
00AD1460	Dusk	晚上9:00
00AD1468	Set Time to Preset	预设的时间点
00AD1480	Time Options	shi  jian
00AD1490	1 Hour Backward	后退 1小时
00AD14A0	1 Hour Forward	前进 1小时
